url,company,model,label_desc,verdict,risk_level,hes,tes,ces,ecs,final_accs,dynamic_weight_log
https://prod.danawa.com/info/?pcode=15965894,"Seagate Technology Korea, Inc.",ST12000VE001,일반 상품 (Non-AI),AI 기능 주장 미확인 / Not Evaluated,판정 제외,7.95,6.18,0.0,0.0,5.96,"{'created_at': '2026-09-24 20:55:01', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 7.95, 'tes': 6.18, 'ces': 0, 'ecs': 0}, 'weights': {'hes': 0.4667, 'tes': 0.5333, 'ces': 0.0}, 'logits': {'hes': -0.9498000000000001, 'tes': -0.8163}, 'dynamic_evidence_score': 7.01, 'dynamic_accs': 5.96, 'legacy_accs': 5.96, 'delta_vs_legacy': 0.0, 'verdict': 'AI 기능 주장 미확인 / Not Evaluated', 'risk_level': '판정 제외'}"
https://prod.danawa.com/info/?pcode=92376488,"엘지전자,LG전자",65UA7500ENA,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.62,60.68,37.82,41.77,53.76,"{'created_at': '2026-09-24 20:55:42', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.62, 'tes': 60.68, 'ces': 37.82, 'ecs': 41.77}, 'weights': {'hes': 0.368, 'tes': 0.5031, 'ces': 0.12890000000000001}, 'logits': {'hes': -0.2373, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 55.87, 'dynamic_accs': 53.76, 'legacy_accs': 51.48, 'delta_vs_legacy': 2.2800000000000002, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122641367,"엘지전자,LG전자",42C6KNA,신뢰 (Normal),신뢰 상품 / Normal,낮음,59.43,61.54,37.82,63.26,58.77,"{'created_at': '2026-09-24 20:56:23', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 59.43, 'tes': 61.54, 'ces': 37.82, 'ecs': 63.26}, 'weights': {'hes': 0.468, 'tes': 0.42350000000000004, 'ces': 0.1085}, 'logits': {'hes': 0.1752, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 57.98, 'dynamic_accs': 58.77, 'legacy_accs': 56.13, 'delta_vs_legacy': 2.64, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122628833,삼성전자,KQ75QNH70AFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 20:57:29', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122616528,삼성전자,KU75MH75AFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 20:58:29', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=108406814,"엘지전자,LG전자",65G6KNA,신뢰 (Normal),신뢰 상품 / Normal,낮음,59.43,61.54,37.82,63.26,58.77,"{'created_at': '2026-09-24 20:59:12', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 59.43, 'tes': 61.54, 'ces': 37.82, 'ecs': 63.26}, 'weights': {'hes': 0.468, 'tes': 0.42350000000000004, 'ces': 0.1085}, 'logits': {'hes': 0.1752, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 57.98, 'dynamic_accs': 58.77, 'legacy_accs': 56.13, 'delta_vs_legacy': 2.64, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=103452803,삼성전자,KQ98QF7AAFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:00:11', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122667593,"하이센스, HighSense",55Q7Q,신뢰 (Normal),신뢰 상품 / Normal,낮음,60.48,55.95,0.0,36.57,54.68,"{'created_at': '2026-09-24 21:00:50', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 60.48, 'tes': 55.95, 'ces': 0, 'ecs': 36.57}, 'weights': {'hes': 0.42510000000000003, 'tes': 0.5749000000000001, 'ces': 0.0}, 'logits': {'hes': -0.2373, 'tes': 0.0645}, 'dynamic_evidence_score': 57.88, 'dynamic_accs': 54.68, 'legacy_accs': 54.84, 'delta_vs_legacy': -0.16, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122628074,삼성전자,KU43MH70AFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:01:50', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=98084183,"엘지전자,LG전자",QNED70AEA,신뢰 (Normal),신뢰 상품 / Normal,낮음,65.28,65.93,37.82,64.92,62.98,"{'created_at': '2026-09-24 21:02:32', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 65.28, 'tes': 65.93, 'ces': 37.82, 'ecs': 64.92}, 'weights': {'hes': 0.481, 'tes': 0.4131, 'ces': 0.1058}, 'logits': {'hes': 0.2277, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 62.64, 'dynamic_accs': 62.98, 'legacy_accs': 59.61, 'delta_vs_legacy': 3.37, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122627996,삼성전자,KU50MH70AFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:03:33', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=89864894,"엘지전자,LG전자",86NANO80AEA,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.62,60.68,37.82,41.77,53.76,"{'created_at': '2026-09-24 21:04:16', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.62, 'tes': 60.68, 'ces': 37.82, 'ecs': 41.77}, 'weights': {'hes': 0.368, 'tes': 0.5031, 'ces': 0.12890000000000001}, 'logits': {'hes': -0.2373, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 55.87, 'dynamic_accs': 53.76, 'legacy_accs': 51.48, 'delta_vs_legacy': 2.2800000000000002, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=123681540,"엘지전자,LG전자",43LB6500KNB,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.62,55.05,37.82,41.77,51.32,"{'created_at': '2026-09-24 21:04:55', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.62, 'tes': 55.05, 'ces': 37.82, 'ecs': 41.77}, 'weights': {'hes': 0.3735, 'tes': 0.49560000000000004, 'ces': 0.13090000000000002}, 'logits': {'hes': -0.2373, 'tes': 0.0454, 'ces': -1.2863}, 'dynamic_evidence_score': 53.01, 'dynamic_accs': 51.32, 'legacy_accs': 49.57, 'delta_vs_legacy': 1.75, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=94081361,"더함, THD",D2QLED-S,일반 상품 (Non-AI),AI 기능 주장 미확인 / Not Evaluated,판정 제외,7.95,6.18,0.0,0.0,5.96,"{'created_at': '2026-09-24 21:05:34', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 7.95, 'tes': 6.18, 'ces': 0, 'ecs': 0}, 'weights': {'hes': 0.4667, 'tes': 0.5333, 'ces': 0.0}, 'logits': {'hes': -0.9498000000000001, 'tes': -0.8163}, 'dynamic_evidence_score': 7.01, 'dynamic_accs': 5.96, 'legacy_accs': 5.96, 'delta_vs_legacy': 0.0, 'verdict': 'AI 기능 주장 미확인 / Not Evaluated', 'risk_level': '판정 제외'}"
https://prod.danawa.com/info/?pcode=122619246,"TCL Co., LTD.   TCL",75U65A Pro,신뢰 (Normal),신뢰 상품 / Normal,낮음,58.6,54.9,0.0,33.53,53.01,"{'created_at': '2026-09-24 21:06:12', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 58.6, 'tes': 54.9, 'ces': 0, 'ecs': 33.53}, 'weights': {'hes': 0.4168, 'tes': 0.5832, 'ces': 0.0}, 'logits': {'hes': -0.2373, 'tes': 0.09870000000000001}, 'dynamic_evidence_score': 56.44, 'dynamic_accs': 53.01, 'legacy_accs': 53.16, 'delta_vs_legacy': -0.15, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122628457,삼성전자,KU65MH80AFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:07:16', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=98777207,"엘지전자,LG전자",85QNED92AGA,신뢰 (Normal),신뢰 상품 / Normal,낮음,64.93,65.34,37.82,41.77,58.66,"{'created_at': '2026-09-24 21:07:58', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 64.93, 'tes': 65.34, 'ces': 37.82, 'ecs': 41.77}, 'weights': {'hes': 0.368, 'tes': 0.5031, 'ces': 0.12890000000000001}, 'logits': {'hes': -0.2373, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 61.64, 'dynamic_accs': 58.66, 'legacy_accs': 55.83, 'delta_vs_legacy': 2.83, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122636647,"엘지전자,LG전자",77C6FNA,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.62,60.68,37.82,41.77,53.76,"{'created_at': '2026-09-24 21:08:39', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.62, 'tes': 60.68, 'ces': 37.82, 'ecs': 41.77}, 'weights': {'hes': 0.368, 'tes': 0.5031, 'ces': 0.12890000000000001}, 'logits': {'hes': -0.2373, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 55.87, 'dynamic_accs': 53.76, 'legacy_accs': 51.48, 'delta_vs_legacy': 2.2800000000000002, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122641174,삼성전자,KU75UH8000FXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:09:44', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122632046,삼성전자,KMR85RH9GAFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:10:46', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122640948,삼성전자,KU50UH8000FXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:11:45', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122629189,삼성전자,KQ85QNH80AFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:12:47', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=19103474,삼성전자,KQ50QNC90AFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,65.06,65.43,41.23,41.77,59.11,"{'created_at': '2026-09-24 21:13:47', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 65.06, 'tes': 65.43, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.368, 'tes': 0.5031, 'ces': 0.12890000000000001}, 'logits': {'hes': -0.2373, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 62.17, 'dynamic_accs': 59.11, 'legacy_accs': 56.63, 'delta_vs_legacy': 2.48, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=19101701,삼성전자,KQ43QNC90AFXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,65.06,65.43,41.23,41.77,59.11,"{'created_at': '2026-09-24 21:14:45', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 65.06, 'tes': 65.43, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.368, 'tes': 0.5031, 'ces': 0.12890000000000001}, 'logits': {'hes': -0.2373, 'tes': 0.07540000000000001, 'ces': -1.2863}, 'dynamic_evidence_score': 62.17, 'dynamic_accs': 59.11, 'legacy_accs': 56.63, 'delta_vs_legacy': 2.48, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122657002,"TCL Co., LTD.   TCL",U65A Pro,신뢰 (Normal),신뢰 상품 / Normal,낮음,58.6,54.9,0.0,33.53,53.01,"{'created_at': '2026-09-24 21:15:19', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 58.6, 'tes': 54.9, 'ces': 0, 'ecs': 33.53}, 'weights': {'hes': 0.4168, 'tes': 0.5832, 'ces': 0.0}, 'logits': {'hes': -0.2373, 'tes': 0.09870000000000001}, 'dynamic_evidence_score': 56.44, 'dynamic_accs': 53.01, 'legacy_accs': 53.16, 'delta_vs_legacy': -0.15, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
https://prod.danawa.com/info/?pcode=122641150,삼성전자,KU65UH8000FXKR,신뢰 (Normal),신뢰 상품 / Normal,낮음,55.65,61.01,41.23,41.77,54.27,"{'created_at': '2026-09-24 21:16:22', 'method': 'quality_context_softmax_hes_tes_ces_with_ecs_blend', 'base_scores': {'hes': 55.65, 'tes': 61.01, 'ces': 41.23, 'ecs': 41.77}, 'weights': {'hes': 0.3689, 'tes': 0.5019, 'ces': 0.1292}, 'logits': {'hes': -0.2373, 'tes': 0.0704, 'ces': -1.2863}, 'dynamic_evidence_score': 56.48, 'dynamic_accs': 54.27, 'legacy_accs': 52.33, 'delta_vs_legacy': 1.94, 'verdict': '신뢰 상품 / Normal', 'risk_level': '낮음'}"
